model,file_path,domain,cer,wer,first_partial_latency_s,first_final_latency_s,finalization_latency_s,total_latency_s,audio_duration_s,rtf,num_partial_results,num_final_results,ref,hyp
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_171.wav,class_lecture,0.32432432432432434,0.625,4.043,4.437,4.353,6.713,2.36,2.8447,14,1,সেইটা থেকে পরে যে ভেক্টর টা আছে সেইটা,সেটা থেকে পরের যে ইফেক্টটা আছে।
openai_4o_streaming,/class_lecture/class_onnorokom_108_d_6.wav,class_lecture,0.17647058823529413,0.3125,6.829,7.171,4.442,9.452,5.01,1.8867,25,1,আর স্টুডেন্টদেরকে এটা ফ্রী দিতাম কিন্তু শর্ত ছিল যে যাকে আমরা একটা যে একটা ভিডিও নিবে,আর স্টুডেন্টদেরকে ফ্রি দিতাম। কিন্তু শর্ত ছিল যে জাকি আমরা একটা ভিডিও নিবে।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_166.wav,class_lecture,0.14893617021276595,0.25,5.085,5.516,5.566,7.788,2.222,3.5052,14,1,তাহলে এইভাবে এখন আমি স্ক্রটাকে আগে স্থাপন করলাম,এইভাবে এখন আমি স্ক্রুটাকে আগে স্থাপন করলাম।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_78.wav,class_lecture,0.5,0.5,2.184,2.416,3.978,4.703,0.725,6.4866,3,1,তো এখন,"এখন,"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_58.wav,class_lecture,0.8888888888888888,1.0,2.339,2.586,3.967,4.854,0.887,5.4718,6,1,আরো ইজিলি করা যায়,এটা খুবই সহজ।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_30.wav,class_lecture,0.06896551724137931,0.3333333333333333,2.901,3.19,4.138,5.462,1.324,4.1255,13,1,বি মানে হচ্ছে বি ভেক্টরের মান,বী মানে হচ্ছে বী ভেক্টরের মান।
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_28.wav,class_lecture,0.0,0.0,3.423,3.827,4.209,6.107,1.898,3.2175,10,1,আর এর সাথে এখানে লাগবে এ আর বি,আর এর সাথে এখানে লাগবে এ আর বি.
openai_4o_streaming,/class_lecture/class_onnorokom_101_d_5.wav,class_lecture,0.0,0.0,3.5,3.955,4.221,6.23,2.009,3.1013,13,1,আমরা এখানে ভি কে ভ্যানিশ করেছিলাম,আমরা এখানে ভি কে ভ্যানিশ করেছিলাম?
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_49.wav,class_lecture,0.06451612903225806,0.4,2.953,3.358,4.106,5.628,1.522,3.6977,12,1,এটাও ক্যালকুলেটরে বের হয়ে যাবে,এটা ক্যালকুলেটারে বের হয়ে যাবে?
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_13.wav,class_lecture,0.25,0.38461538461538464,5.304,5.745,4.385,8.024,3.639,2.205,23,1,ইউ জানা আছে তাহলে  তুমি যদি এস ওয়ান ইউ এবং টি ওয়ান  বসাও,"ইউ জানাল সে, তাহলে তুমি যদি এস-১, ইইউ এবং টি-১ বসাও।"
openai_4o_streaming,/class_lecture/class_onnorokom_108_d_33.wav,class_lecture,0.37142857142857144,0.5263157894736842,6.572,7.06,4.397,9.328,4.931,1.8917,31,1,তোমরা এই ভিডিওর যে ডেসক্রিপশন ওখানে গেলে লিংক এবং প্রোমো কোড টা খুজে পাবে তাহলে মেয়াদ থাকা পর্যন্ত তোমরা,তোমরা এই ভিডিওর ডেসক্রিপশন ওখানে গেলে লিংক এবং প্রমোকোডটা খুঁজে পাবে।
openai_4o_streaming,/class_lecture/class_onnorokom_107_d_73.wav,class_lecture,0.746875,0.8461538461538461,8.417,9.085,11.494,32.722,21.228,1.5414,37,1,তাইলে আমি যদি এতটুকু গণনা করতে চাই দ্যাট ইজ এস ওয়ানের জন্য যদি ফরমুলা লিখি তাহলে ইউ আদিবেগ ভি শেষবেগ আবার আমি যদি এতটুকু গণনা করতে চাই এস টুর জন্য যে অংশটা সে সমবেগে চলে সে অংশের জন্য এটা আদিবেগ এটা শেষবেগ এবং এই ক্ষেত্রে আদি বেগের মান যা  শেষ বেগের মান ও তাই যেহেতু ত্বরণ ছিল শুন্য কাজেই পরবর্তী তোমরা যত গুলো অঙ্ক করবে,"তাহলে আমি যদি এতোটুকু গণনা করতে চাই, that is S1 এর জন্য যদি ফর্মুলা লিখি, তাহলে u আদিবেগ বিশেষ বেগ?"
openai_4o_streaming,/class_lecture/class_onnorokom_105_d_51.wav,class_lecture,0.3404255319148936,0.5555555555555556,4.313,4.661,4.138,6.942,2.804,2.4756,15,1,তো দেখ এই মাত্র যেহেতু অঙ্কটা আমরা দেখলাম কাজেই,"সদ্যসই মাত্র যে সংখ্যাটা আমরা দেখলাম, কাজেই"
openai_4o_streaming,/documentary/documentary_22_d_66.wav,documentary,0.2631578947368421,0.6666666666666666,3.074,3.423,4.303,5.691,1.388,4.1001,7,1,বাবার আস্তানার দিকে,বাবা রাস্তার দিকে।
openai_4o_streaming,/documentary/documentary_21_d_120.wav,documentary,0.14285714285714285,0.5,2.19,2.427,3.955,4.694,0.739,6.3524,3,1,না হতেন,না হতে।
openai_4o_streaming,/documentary/documentary_21_d_223.wav,documentary,0.022727272727272728,0.14285714285714285,4.179,4.556,4.104,6.823,2.719,2.5095,17,1,ইনজেকশন দেওয়ার পর হিটলারের মাতার মৃত্যু ঘটে,ইনজেকশন দেওয়ার পর হিটলারের মাথার মৃত্যু ঘটে।
openai_4o_streaming,/documentary/documentary_21_d_125.wav,documentary,0.0,0.0,2.907,3.292,4.078,5.567,1.489,3.7384,9,1,ইতিহাসের স্টুডেন্ট হিসেবে,ইতিহাসের স্টুডেন্ট হিসেবে?
openai_4o_streaming,/documentary/documentary_21_d_23.wav,documentary,0.14285714285714285,0.6666666666666666,2.413,2.723,4.136,4.99,0.854,5.8427,5,1,কি কি করেছিলেন,কী কী করেছিলেন?
openai_4o_streaming,/documentary/documentary_22_d_185.wav,documentary,0.0,0.0,4.075,4.326,3.356,8.42,5.064,1.6626,8,1,ফিরছি একটা বিরতির পর,ফিরছি একটা বিরতির পর.
openai_4o_streaming,/documentary/documentary_22_d_31.wav,documentary,0.014492753623188406,0.09090909090909091,6.871,7.231,4.403,9.497,5.094,1.8643,22,1,চিকিৎসকের কাছে আমরা জানতে চেয়েছিলাম তিনি এই ওষুধ লিখে দিয়েছিলেন কেন,চিকিৎসকের কাছে আমরা জানতে চেয়েছিলাম তিনি এই ওষধ লিখে দিয়েছিলেন কেন।
openai_4o_streaming,/documentary/documentary_21_d_208.wav,documentary,0.52,1.0,2.988,3.249,4.016,5.519,1.503,3.6718,11,1,নাজি পার্টির চিহ্ন হিসেবে,নারীচি পাতি চিন্ন হই।
openai_4o_streaming,/documentary/documentary_21_d_348.wav,documentary,0.2777777777777778,0.6666666666666666,2.736,3.059,4.056,5.328,1.272,4.1889,10,1,সেই মতামতটিও জানিও,সেই মতামতও জানিয়ো।
openai_4o_streaming,/documentary/documentary_21_d_323.wav,documentary,0.03125,0.16666666666666666,3.445,3.725,4.107,6.004,1.897,3.1651,11,1,হিটলার নিজো হাতে নিজেকে গুলি করে,হিটলার নিজ হাতে নিজেকে গুলি করে?
openai_4o_streaming,/documentary/documentary_22_d_225.wav,documentary,0.64,0.7083333333333334,6.372,6.799,11.186,22.824,11.638,1.9611,22,1,সরাসরি ক্যামেরা নিয়ে হাজির হলো টিম থ্রি সিক্সটি ডিগ্রি ক্যামেরার সামনে এলেন ফকির বাবা দরবারের প্রধান মহিউদ্দিন চৌধুরী ওনাকে নিয়ে অনেক রকম ব্যবসা হয়,সরাসরি ক্যামেরা নিয়ে হাজির হলো টিম থ্রিসিক্সটি ডিগ্রি।
openai_4o_streaming,/documentary/documentary_22_d_135.wav,documentary,0.20833333333333334,0.4,3.352,3.656,4.28,5.936,1.656,3.5844,12,1,একটা ৫ তালা বাড়ির মালিক,একটা পাঁশতলা বাড়ির মালিক।
openai_4o_streaming,/documentary/documentary_21_d_361.wav,documentary,0.2,0.6666666666666666,3.607,3.959,4.336,6.247,1.911,3.269,12,1,আর কি বলব মোটামুটি সবকিছুই শেষ,আরকি বলো মোটামুটি সবকিছুই।
openai_4o_streaming,/documentary/documentary_22_d_198.wav,documentary,0.47058823529411764,0.5,3.196,3.542,4.084,5.811,1.727,3.3648,5,1,একজন বাকি তার নাম,একজন বাকি।
openai_4o_streaming,/documentary/documentary_21_d_286.wav,documentary,0.0,0.0,2.327,2.617,3.978,4.903,0.925,5.3009,8,1,নানান জায়গা,নানান জায়গা।
openai_4o_streaming,/documentary/documentary_21_d_221.wav,documentary,0.23076923076923078,0.5,2.448,2.747,4.023,5.019,0.996,5.0393,6,1,হয়েছিলেন তখন,তো হয়েছিলেন তখন।
openai_4o_streaming,/documentary/documentary_25_d_6.wav,documentary,0.0,0.0,6.783,7.355,4.426,9.648,5.222,1.8477,34,1,আজ কয়েকটি প্রয়োজনীয় সাইকোলজিকাল ফ্যাক্ট জানাবো যা আপনার নিত্যদিনের জীবনযাত্রায় সহায়ক হবে,আজ কয়েকটি প্রয়োজনীয় সাইকোলজিকাল ফ্যাক্ট জানাবো যা আপনার নিত্যদিনের জীবনযাত্রায় সহায়ক হবে।
openai_4o_streaming,/documentary/documentary_22_d_200.wav,documentary,0.0,0.0,5.187,5.593,4.225,7.876,3.651,2.1572,17,1,তিনি অবশ্য কাপড় চোপড় পরতে খুব একটা পছন্দ করেন না,তিনি অবশ্য কাপড় চোপড় পরতে খুব একটা পছন্দ করেন না।
